Mobile Name,RAM GB,ROM GB,Ratings,Reviews,Stars,List Price,Sales Price
"ViVO Y30 (Dazzle Blue, 128 GB)",6 GB,128 GB,1191,83,4.3,,16990
"ViVO Y30 (Emerald Black, 128 GB)",4 GB,128 GB,984,111,4.1,16999,13990
"Vivo Y30 (Emerald Black, 128 GB)",4 GB,32 GB,604,44,4.3,18990,14990
"ViVO Y30 (Emerald Black, 128 GB)",6 GB,128 GB,1191,83,4.3,14400,14990
"ViVO Y31 (Ocean Blue, 128 GB)",6 GB,128 GB,9162,587,4.3,2324,16490
"ViVO Y31 (Racing Black, 128 GB)",6 GB,128 GB,1327,111,4.4,,16490
"ViVO Y50 (Iris Blue, 128 GB)",8 GB,128 GB,16180,1199,4.4,19990,16490
"ViVO Y50 (Pearl White, 128 GB)",8 GB,128 GB,16180,1199,4.4,21990,16490
"ViVO Y51 (Crystal Symphony, 128 GB)",8 GB,128 GB,2882,220,4.3,,17990
"ViVO Y51 (Titanium Sapphire, 128 GB)",8 GB,128 GB,2876,220,4.3,25990,17990
"ViVO Y51 (Titanium Sapphire, 128 GB)",8 GB,128 GB,2882,220,4.3,21990,17990
"ViVO Y51A (Crystal Symphony, 128 GB)",8 GB,128 GB,1384,91,4.4,,17990
"ViVO Y51A (Titanium Sapphire, 128 GB)",8 GB,128 GB,224444,12758,4.3,8499,17990
"ViVO Y91i (Fusion Black, 16 GB)",2 GB,16 GB,38282,2745,4.3,13999,8199
"Vivo Y91i (Fusion Black, 32 GB)",2 GB,128 GB,21196,1445,4.3,9990,7990
"ViVO Y91i (Fusion Black, 32 GB)",2 GB,32 GB,38282,2745,4.3,27990,7990
"ViVO Y91i (Fusion Black, 32 GB)",3 GB,32 GB,5598,498,3.9,,8490
"ViVO Y91i (Ocean Blue, 16 GB)",2 GB,16 GB,38282,2745,4.3,8499,8950
"Vivo Y91i (Ocean Blue, 32 GB)",2 GB,128 GB,21196,1445,4.3,9990,7990
"ViVO Y91i (Ocean Blue, 32 GB)",2 GB,32 GB,38294,2745,4.3,12990,7990
"ViVO Y91i (Ocean Blue, 32 GB)",2 GB,32 GB,38294,2745,4.3,,7990
"ViVO Z1Pro (Sonic Black, 64 GB)",4 GB,64 GB,354415,35385,4.5,,14990
"ViVO Z1Pro (Sonic Black, 64 GB)",6 GB,64 GB,240643,28836,4.3,6999,15990
"ViVO Z1Pro (Sonic Blue, 128 GB)",6 GB,128 GB,158599,15565,4.5,9999,17990
"ViVO Z1Pro (Sonic Blue, 64 GB)",4 GB,64 GB,354393,35383,4.5,1849,14990
"Vivo Z1x (Fusion Blue, 128 GB)",8 GB,32 GB,19380,2042,4.4,24990,18990
"Vivo Z1x (Fusion Blue, 64 GB)",6 GB,128 GB,146650,15652,4.4,19990,16990
"Vivo Z1x (Phantom Purple, 64 GB)",6 GB,128 GB,146650,15652,4.4,19990,16990
